"","Series","1.1) Change in average food costs","1.2) Proportion of population under global poverty line","1.3) Gross domestic product per capita (US$ PPP)","1.4) Agricultural import tariffs","1.5) Presence and quality of food safety net programmes","1.5.1) Presence of food safety-net programmes","1.5.2) Funding for food safety net programmes","1.5.3) Coverage of food safety net programmes","1.5.4) Operation of food safety-net program","1.6) Access to financing for farmers","2.1.1) Average food supply","2.1.2) Change in dependency on chronic food aid","2.2) Public expenditure on agricultural R&D","2.3.1) Existence of adequate crop storage facilities","2.3.2) Road infrastructure","2.3.3) Port infrastructure","2.3.4) Air transport infrastructure","2.3.5) Rail infrastructure","2.3.6) Irrigation infrastructure","2.4) Volatility of agricultural production","2.5) Political stability risk","2.6) Corruption","2.7) Urban absorption capacity","2.8) Food loss","3.1) Dietary diversity","3.2.1) National dietary guidelines","3.2.2) National nutrition plan or strategy","3.2.3) Nutrition monitoring and surveillance","3.3.1) Dietary availability of vitamin A","3.3.2) Dietary availability of iron","3.3.3) Dietary availability of zinc","3.4) Protein quality","3.5.1) Agency to ensure the safety and health of food","3.5.2) Percentage of population with access to potable water","3.5.3) Ability to store food safely","4.1.1) Temperature rise","4.1.2) Drought","4.1.3) Flooding","4.1.4) Storm severity (AAL)","4.1.5) Sea level rise","4.1.6) Commitment to managing exposure","4.2.1) Agricultural water risk—quantity","4.2.2) Agricultural water risk—quality","4.3.1) Land degradation","4.3.2) Grassland","4.3.3) Forest change","4.4.1) Ocean eutrophication","4.4.2) Marine biodiversity","4.4.3) Marine protected areas","4.5.1) Food import dependency","4.5.2) Dependence on natural capital","4.5.3) Disaster risk management","4.6.1) Early warning measures/climate smart ag","4.6.2) National agricultural risk management system","4.7.1) Population growth (2015-20)","4.7.2) Urbanisation (2015-20)"
"54","Kuwait",127.419988,0,72284.9,5.1,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",3,4,3,0,"n/a",0.110488684,60,3,-5.49884424,4.420460215,57,"n/a","n/a","n/a","n/a","n/a","n/a",76.69,"1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"55","Laos",149.06454,20,6128.4,20.1,"n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a",0,0,2,0,"n/a",0.029211507,50,4,2.774332996,5.656062082,28,"n/a","n/a","n/a","n/a","n/a","n/a",25.55,"1","80.44735551","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"56","Madagascar",144.74821,57.9,1489.9,14.6,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",0,1,1,2,"n/a",0.032618105,50,3,-1.762160618,6.34639593,21,"n/a","n/a","n/a","n/a","n/a","n/a",31.42,"1","50.6213902","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"57","Malawi",251.620502,53.2,1159.6,18.8,"n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a",1,0,2,1,"n/a",0.063499807,50,4,0.009706578,9.435541127,29,"n/a","n/a","n/a","n/a","n/a","n/a",37.48,"0","67.19508468","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"58","Malaysia",121.614251,0.6,26641.6,9.3,"n/a","n/a","n/a","n/a","n/a",3,"n/a","n/a","n/a","n/a",2,3,4,2,"n/a",0.09061399,35,2,2.474815019,2.138132973,55,"n/a","n/a","n/a","n/a","n/a","n/a",60.09,"1","96.43380565","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"59","Mali",112.478998,36.3,2195.7,14.6,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",1,1,0,1,"n/a",0.06034168,55,3,0.18138873,4.734720126,32,"n/a","n/a","n/a","n/a","n/a","n/a",65.46,"1","74.26804958","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"60","Mexico",132.024697,4.1,17262.8,17.6,"n/a","n/a","n/a","n/a","n/a",3,"n/a","n/a","n/a","n/a",2,3,2,2,"n/a",0.023242742,40,3,0.726840074,4.438631632,56,"n/a","n/a","n/a","n/a","n/a","n/a",66.13,"1","98.31047115","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"61","Morocco",107.880557,4.1,7933.7,27.4,"n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a",2,3,3,2,"n/a",0.083079158,60,3,1.058942043,6.654375423,39,"n/a","n/a","n/a","n/a","n/a","n/a",57.26,"1","82.96999532","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"62","Mozambique",150.904167,46.6,1190.5,13.8,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",2,2,2,1,"n/a",0.1632684,55,3,2.967358494,5.284249629,27,"n/a","n/a","n/a","n/a","n/a","n/a",33.24,"0","47.25874511","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"63","Myanmar",134.13,7.8,5384.9,8.6,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",1,1,2,0,"n/a",0.033368383,45,4,4.292737642,4.047453875,48,"n/a","n/a","n/a","n/a","n/a","n/a",50.47,"1","67.53664134","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"64","Nepal",114.4,15.8,2464.1,14.1,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",0,1,2,0,"n/a",0.063600435,65,3,0.854577634,9.160213584,30,"n/a","n/a","n/a","n/a","n/a","n/a",47.63,"1","87.74666809","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"65","Netherlands",107.813527,0.1,50123.7,12.2,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",3,4,4,4,"n/a",0.051162236,20,1,0.605954987,1.454267973,73,"n/a","n/a","n/a","n/a","n/a","n/a",85.85,"1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"66","New Zealand",96.40398,0,37284.9,1.4,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",3,4,4,3,"n/a",0.025611579,20,0,1.858079097,3.747083734,72,"n/a","n/a","n/a","n/a","n/a","n/a",71,"1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"67","Nicaragua",148.23938,3.4,5226.1,10.6,"n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a",2,1,2,0,"n/a",0.054146235,60,4,2.712611079,2.870965618,49,"n/a","n/a","n/a","n/a","n/a","n/a",49.87,"1","82.25617046","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"68","Niger",96.9,33.6,1300.3,14.6,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",0,0,1,1,"n/a",0.117248767,75,3,0.095225425,10.92152979,39,"n/a","n/a","n/a","n/a","n/a","n/a",51.18,"0","45.83537798","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"69","Nigeria",168.729436,40.3,6038.5,15.6,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",1,0,1,0,"n/a",0.082717762,55,3,-0.626592282,10.31932382,34,"n/a","n/a","n/a","n/a","n/a","n/a",52.03,"1","67.34496767","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"70","Norway",106.894145,0.1,61581.3,51.2,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",3,4,4,3,"n/a",0.025125175,0,0,0.579344603,1.440048843,69,"n/a","n/a","n/a","n/a","n/a","n/a",84.74,"1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"71","Oman",112.029274,0,42868.6,5.2,"n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a",4,4,3,0,"n/a",0.152820685,60,2,-7.395877402,3.218263637,62,"n/a","n/a","n/a","n/a","n/a","n/a",62,"1","90.943688","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"72","Pakistan",218.28,9.5,5000.3,14.6,"n/a","n/a","n/a","n/a","n/a",3,"n/a","n/a","n/a","n/a",0,2,2,0,"n/a",0.033262677,60,3,1.763286845,3.49758294,50,"n/a","n/a","n/a","n/a","n/a","n/a",40.95,"0","88.54555632","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"73","Panama",123.483592,2.1,21245.6,12.1,"n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a",3,4,3,2,"n/a",0.012484102,35,3,3.741415813,2.83804423,55,"n/a","n/a","n/a","n/a","n/a","n/a",60.28,"1","95.00022473","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"74","Paraguay",124.928569,2,9198.4,10,"n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a",1,2,2,1,"n/a",0.350133061,40,4,2.001480364,10.72814451,56,"n/a","n/a","n/a","n/a","n/a","n/a",55.09,"1","98.88534157","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"75","Peru",124.033389,3.4,11267,4.1,"n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a",2,2,2,1,"n/a",0.031255058,45,3,1.138590896,8.505728754,43,"n/a","n/a","n/a","n/a","n/a","n/a",57.79,"1","89.86763835","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"76","Philippines",121.4933537,9.4,7309.5,9.9,"n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a",1,1,2,0,"n/a",0.015643377,55,4,4.809793911,2.665140157,41,"n/a","n/a","n/a","n/a","n/a","n/a",40.32,"1","90.5029776","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"77","Poland",108.111251,0,26307.6,12.2,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",1,3,3,2,"n/a",0.039651716,50,2,3.487165208,3.75938276,59,"n/a","n/a","n/a","n/a","n/a","n/a",73.19,"1","97.8885955","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"78","Portugal",106.615279,0.5,29485,12.2,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",4,3,3,2,"n/a",0.046444889,15,1,0.90938723,2.659677601,68,"n/a","n/a","n/a","n/a","n/a","n/a",90.87,"1","99.90456968","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"79","Qatar",110.574193,0,125268,5.3,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",3,3,4,0,"n/a",0.061567814,40,2,-0.823092159,4.1,59,"n/a","n/a","n/a","n/a","n/a","n/a",73.9,"1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"80","Romania",127.1,0.8,21497,12.2,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",2,2,3,2,"n/a",0.158922518,25,3,3.584567209,2.263699985,55,"n/a","n/a","n/a","n/a","n/a","n/a",72.19,"1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"81","Russia",166.650814,0,24615.9,11.6,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",1,2,2,2,"n/a",0.066653914,65,4,-1.813307309,1.594558009,59,"n/a","n/a","n/a","n/a","n/a","n/a",73.53,"1","96.37505701","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"82","Rwanda",142.768013,43.1,1827.2,20,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",1,1,1,0,"n/a",0.058805305,60,2,0.837793387,7.532381656,50,"n/a","n/a","n/a","n/a","n/a","n/a",39.43,"0","56.71010797","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"83","Saudi Arabia",102.2,0,55179.6,5.9,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",3,3,3,2,"n/a",0.043190626,55,2,0.081379421,3.606296561,52,"n/a","n/a","n/a","n/a","n/a","n/a",57.8,"1","99.99289263","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"84","Senegal",114.124079,29.6,2442.2,14.6,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",1,2,2,0,"n/a",0.144859138,40,2,1.380243629,4.449191156,40,"n/a","n/a","n/a","n/a","n/a","n/a",46.04,"1","75.18863166","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"85","Serbia",130.269085,0.2,13896.9,13.9,"n/a","n/a","n/a","n/a","n/a",3,"n/a","n/a","n/a","n/a",2,2,3,2,"n/a",0.142582825,35,3,0.923534201,4.285866504,60,"n/a","n/a","n/a","n/a","n/a","n/a",57.87,"1","91.18245316","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"86","Sierra Leone",143.542106,38,1401.3,15.4,"n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a",1,0,1,0,"n/a",0.050273173,50,3,-8.829388201,34.13633691,37,"n/a","n/a","n/a","n/a","n/a","n/a",37.36,"0","58.09139672","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"87","Singapore",113.451877,0,88249.4,1.1,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",4,4,4,4,"n/a",0.067407434,25,0,0.519510556,0.4,55.5,"n/a","n/a","n/a","n/a","n/a","n/a",71.85666667,"1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"88","Slovakia",111.256276,0.5,29441.5,12.2,"n/a","n/a","n/a","n/a","n/a",3,"n/a","n/a","n/a","n/a",2,2,3,2,"n/a",0.100015146,30,2,3.119125683,2.364910942,65,"n/a","n/a","n/a","n/a","n/a","n/a",48.79,"1","97.925558","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"89","South Africa",141.224653,15.2,13180.7,8.4,"n/a","n/a","n/a","n/a","n/a",3,"n/a","n/a","n/a","n/a",2,3,3,2,"n/a",0.023138371,35,2,-0.978140585,3.485543751,47,"n/a","n/a","n/a","n/a","n/a","n/a",54.83,"1","84.69726547","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"90","South Korea",115.59594,0.3,35496.9,52.7,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",3,3,3,3,"n/a",0.041741312,40,2,2.309872462,4.846685969,56,"n/a","n/a","n/a","n/a","n/a","n/a",75.34,"1","99.59492443","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"91","Spain",109.158995,0.9,34851,12.2,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",4,3,4,3,"n/a",0.128036259,35,2,2.340265212,2.585054185,75,"n/a","n/a","n/a","n/a","n/a","n/a",79.47,"1","99.94341049","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"92","Sri Lanka",116.5,3.4,11923.8,23.3,"n/a","n/a","n/a","n/a","n/a",3,"n/a","n/a","n/a","n/a",1,4,2,1,"n/a",0.055968375,35,3,5.868719652,3.87719298,42,"n/a","n/a","n/a","n/a","n/a","n/a",36.89,"1","92.31186429","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"93","Sudan",519.928432,13.6,6600,30.3,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",0,1,2,0,"n/a",0.033295774,70,4,-0.060682815,4.625230297,53,"n/a","n/a","n/a","n/a","n/a","n/a",58.86,"1","58.93144857","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"94","Sweden",107.957399,0.4,48054.7,12.2,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",4,4,4,4,"n/a",0.011125216,15,0,1.880246638,1.870660943,72,"n/a","n/a","n/a","n/a","n/a","n/a",87.43,"1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"95","Switzerland",95.891654,0,63355.3,36.1,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",4,4,4,4,"n/a",0.051737275,15,0,0.076350647,1.197410847,76,"n/a","n/a","n/a","n/a","n/a","n/a",69.57,"1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"96","Syria",641.9,25.45,3660,24,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",1,1,0,0,"n/a",0.123309352,90,4,-4.776041132,5.203411125,36,"n/a","n/a","n/a","n/a","n/a","n/a",63.76,"0","96.74485039","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"97","Tajikistan",149.036986,5.3,2810,10.7,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",1,0,1,0,"n/a",0.053302648,80,4,0.948673086,2.852967,38,"n/a","n/a","n/a","n/a","n/a","n/a",29.87,"1","74.13972956","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"98","Tanzania",100,36.3,2575.2,20.3,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",1,1,2,1,"n/a",0.04408464,50,3,1.016727121,8.488047605,43,"n/a","n/a","n/a","n/a","n/a","n/a",40.52,"1","50.14528001","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"99","Thailand",100.14015,0.1,16311,31.3,"n/a","n/a","n/a","n/a","n/a",3,"n/a","n/a","n/a","n/a",2,2,2,1,"n/a",0.02049024,65,3,-0.685058244,3.637160218,50,"n/a","n/a","n/a","n/a","n/a","n/a",44.08,"1","98.23114483","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"100","Togo",107.790796,37.1,1436.9,14.6,"n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a",0,2,2,0,"n/a",0.086332964,60,3,1.33759006,12.12697972,28,"n/a","n/a","n/a","n/a","n/a","n/a",41.45,"1","62.81763777","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"101","Tunisia",132.907916,2.3,11468.2,24.6,"n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a",2,2,3,2,"n/a",0.070173535,50,2,0.572158874,5.552431463,47,"n/a","n/a","n/a","n/a","n/a","n/a",59.48,"1","94.23021796","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"102","Turkey",162.442397,0.5,24779.2,42.2,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",2,2,4,2,"n/a",0.025788601,70,3,1.472090387,8.98454883,53,"n/a","n/a","n/a","n/a","n/a","n/a",62.28,"1","98.89935342","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"103","Uganda",172.835144,28.2,1861.5,20.2,"n/a","n/a","n/a","n/a","n/a",1,"n/a","n/a","n/a","n/a",1,1,2,0,"n/a",0.021875363,65,3,-0.496615146,7.395114239,55,"n/a","n/a","n/a","n/a","n/a","n/a",42.86,"1","38.92146587","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"104","Ukraine",180.212042,0.1,7996.5,9.2,"n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a",1,2,0,2,"n/a",0.092419836,70,4,-5.484092338,3.027612485,58,"n/a","n/a","n/a","n/a","n/a","n/a",60.91,"1","97.73177956","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"105","United Arab Emirates",118.98967,0,70320,5.4,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",3,4,4,1,"n/a",0.087554984,45,2,1.658383249,5.934993955,58,"n/a","n/a","n/a","n/a","n/a","n/a",69.53,"1","99.63076458","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"106","United Kingdom",108.785282,0.1,41562.4,12.2,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",3,3,2,3,"n/a",0.042908045,15,0,1.249461261,1.301525513,68,"n/a","n/a","n/a","n/a","n/a","n/a",77.31,"1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"107","United States",111.840776,1,56390.9,5.1,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",3,3,4,3,"n/a",0.029749085,10,1,1.446777388,0.795267153,75,"n/a","n/a","n/a","n/a","n/a","n/a",84.45,"1","99.20043461","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"108","Uruguay",164.303215,0.2,21214.7,9.9,"n/a","n/a","n/a","n/a","n/a",4,"n/a","n/a","n/a","n/a",2,2,3,1,"n/a",0.075379564,30,1,2.075121185,9.478175925,55,"n/a","n/a","n/a","n/a","n/a","n/a",65.47,"1","99.24911101","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"109","Uzbekistan",148.011388,14.1,6130,18.8,"n/a","n/a","n/a","n/a","n/a",3,"n/a","n/a","n/a","n/a",1,0,1,3,"n/a",0.013141307,75,4,3.663082052,1.897554289,42,"n/a","n/a","n/a","n/a","n/a","n/a",44.24,"1","91.45864126","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"110","Venezuela",2695.197907,9.664556962,16930,11.9,"n/a","n/a","n/a","n/a","n/a",3,"n/a","n/a","n/a","n/a",1,2,2,0,"n/a",0.057924334,75,4,-7.820049478,2.787016322,59,"n/a","n/a","n/a","n/a","n/a","n/a",66.99,"1","97.41722394","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
